"연번","도로명주소","지번주소","x 좌표","y 좌표","건물명","구 명칭","전화번호","유형","개방시간","소재지 용도","화장실 현황","장애인화장실 현황","편의시설 (기타설비)","안내표지","소재지","비고"
"4407","서울특별시 송파구 올림픽로 25","서울특별시 송파구 잠실동  10-1","127.07169359","37.51510485","잠실주경기장 남직문외곽","송파구","02-2240-8902","공공개방","상시개방","공용시설","남2, 여1","손건조기2"," "," ","1"," "
"4408","서울특별시 양천구 남부순환로64길 20","서울특별시 양천구 신월동 149-20","126.83006944","37.52742826","서서울호수공원(청사동화장실)","양천구"," ","공중","상시","공원"," "," "," "," "," "," "
"4409","서울특별시 영등포구 선유로 343","서울특별시 영등포구 당산동 1","126.90176120","37.54241680","방문자안내센터-선유도공원","영등포구","02-2634-7250","공중","상시","공원"," "," "," "," "," "," "
"4410","서울특별시 마포구 월드컵로 243-60","서울특별시 마포구 성산동 390-1","126.89842250","37.56373650","월드컵공원 청사(1,2층)","마포구","02-300-5572","공공개방","상시","공공청사"," "," "," "," "," "," "
"4411","서울특별시 송파구 올림픽로 25","서울특별시 송파구 잠실동  10","127.07468890","37.51569480","잠실주경기장","송파구","02-2240-8902","공공개방","정시(09:00~18:00, 평일만)","공용시설","남38, 여25","손건조기40기저귀교환대33"," "," ","94"," "
"4412","서울특별시 송파구 올림픽로 25","서울특별시 송파구 잠실동  10-1","127.07672600","37.51564170","잠실실내체육관","송파구","02-2240-8701","공공개방","정시(09:00~18:00, 평일만)","공용시설","남25, 여24","손건조기38기저귀교환대7비상벨1"," "," ","45"," "
"4413","서울특별시 송파구 올림픽로 25","서울특별시 송파구 잠실동 10-2","127.07645290","37.51351990","제2수영장","송파구","02-2240-8746","공공개방","정시(09:00~18:00, 평일만)","공용시설","남4, 여13"," "," "," "," "," "
"4414","서울특별시 양천구 안양천로 939","서울특별시 양천구 목동  914","126.88258960","37.53121090","목동주경기장","양천구","02-2640-3848","공공개방","상시(연중개방)","체육시설"," "," ","기저귀교환대"," "," "," "
"4415","서울특별시 양천구 안양천로 939","서울특별시 양천구 목동  914","126.87930160","37.53027420","목동빙상장","양천구","02-2640-3805","공공개방","상시(연중개방)","체육시설"," "," "," "," "," "," "
"4416"," ","서울특별시 용산구 효창동  3","126.96143834","37.54334242","효창운동장","용산구","02-713-1410","공공개방","정시(09:00~18:00, 평일만)","공용시설","공용1"," "," "," ","4"," "
"4417","서울특별시 송파구 올림픽로 25","서울특별시 송파구 잠실동  10","127.07156040","37.51722750","잠실보조경기장","송파구","02-2240-8902","공공개방","상시개방","공용시설","남2, 여1","손건조기2"," "," ","1"," "
"2745","서울특별시 서대문구 모래내로 208","서울특별시 서대문구 남가좌동 79-166","126.92287621","37.57305238","연가교 공중화장실","서대문구","02-330-1518","공중화장실","00:00~24:00","공중화장실","공용1(별도)","손건조기"," "," "," "," "
"2746","서울특별시 서대문구 간호대로1길 48","서울특별시 서대문구 홍제동 278-53","126.94781456","37.59472019","홍제3 공중화장실","서대문구","02-330-1518","공중화장실","00:00~24:00","공중화장실","남1, 여1","손건조기"," "," "," "," "
"2747","서울특별시 서대문구 모래내로 286","서울특별시 서대문구 홍은동 277-152","126.92981013","37.57752599","홍은2 공중화장실","서대문구","02-330-1518","공중화장실","상시","공중화장실","공용1(별도)","손건조기"," "," "," "," "
"2748","서울특별시 서대문구 세검정로4길 129-23","서울특별시 서대문구 홍제동 산 1-100","126.95403832","37.59085625","홍제2 공중화장실","서대문구","02-330-1510","공중화장실","00:00~24:00","공중화장실","있음","손건조기, 남녀칸 유아용 보조의자 및 기저귀교환대 유아용 세면대, 여자칸 유아용소변기"," "," "," "," "
"2749","서울특별시 서대문구 성산로 426","서울특별시 서대문구 창천동 84-43","126.93442279","37.55976671","연대앞 공중화장실","서대문구","02-330-1518","공중화장실","00:00~24:00","공중화장실","남1, 여1","손건조기"," "," "," "," "
"2750","서울특별시 서대문구 모래내로 174","서울특별시 서대문구 연희동 530-2","126.92019686","37.57100703","가재울 공중화장실","서대문구","02-330-1518","공중화장실","00:00~24:00","공중화장실","공용1(별도)","손건조기"," "," "," "," "
"2751","서울특별시 서대문구 연희로32길 90","서울특별시 서대문구 연희동 산 2-13","126.94060956","37.57762138","안산 자락길 숲속무대 화장실","서대문구","02-330-1714","공중","상시","화장실","여1","비상벨, 손건조기"," "," "," "," "
"2752"," ","서울특별시 서대문구 홍제동  산 33-88","126.94981690","37.57736770","안산 북카페 화장실","서대문구","02-330-1714","공중화장실","상시","공중화장실","여1","비상벨, 손건조기"," "," "," "," "
"2753"," ","서울특별시 서대문구 연희동  산 2-17","126.94226090","37.57155884","안산 용천약수터 화장실","서대문구","02-330-1714","공중","상시","화장실"," ","손건조기"," "," "," "," "
"2754"," ","서울특별시 서대문구 연희동  산 2-15","126.94189119","37.57459632","안산 무악정주변 화장실","서대문구","02-330-1714","공중","상시","화장실"," ","손건조기"," "," "," "," "
"2755"," ","서울특별시 서대문구 현저동  107-508","126.95381575","37.57045792","뜨란채 화장실","서대문구","02-330-1714","공중화장실","상시","공중화장실"," ","비상벨, 손건조기"," "," "," "," "
"2756"," ","서울특별시 서대문구 홍은동  산 11-59","126.93374928","37.59654384","백련산 논골지구 화장실","서대문구","02-330-1714","공중화장실","상시","공중화장실"," ","손건조기"," "," "," "," "
"2757","서울특별시 서대문구 연희로32길 51","서울특별시 서대문구 연희동 141-52","126.93784460","37.57674499","자연사박물관","서대문구","02-330-8854","공공개방화장실","정시","공용시설","공용1(별도)"," "," "," "," "," "
"2758","서울특별시 서대문구 통일로 435-1","서울특별시 서대문구 홍제동 173-24","126.94487227","37.58769900","홍제1동 주민센터","서대문구","02-330-8296","공공개방","정시","공공청사","남1,여1","비상벨, 손건조기"," "," "," "," "
"2759","서울특별시 서대문구 연세로2나길 57","서울특별시 서대문구 창천동 4-113","126.93977100","37.55795775","신촌문화발전소","서대문구","02-330-4393","공공개방화장실","정시(09:00~18:00)","공공청사"," ","손건조기"," "," "," "," "
"2760","서울특별시 서대문구 성산로 694","서울특별시 서대문구 영천동 101","126.95904782","37.57110865","천연동주민센터","서대문구","02-330-8227","공공개방","정시","공공청사","남1,여1","비상벨, 손건조기"," "," "," "," "
"2761","서울특별시 서대문구 경기대로 40","서울특별시 서대문구 충정로3가 185-2","126.96235640","37.56292953","충현동자치회관","서대문구","02-330-8172","공공개방화장실","정시","공용시설","남1,여1","비상벨, 손건조기"," "," "," "," "
"2762","서울특별시 서대문구 북아현로22길 38","서울특별시 서대문구 북아현동 1-90","126.95470153","37.56480013","충현동주민센터","서대문구","02-330-8177","공공개방","정시","공공청사","남자1(별도)","비상벨, 손건조기"," "," "," "," "
"2763"," ","서울특별시 서대문구 홍은동  산 1-57","126.94539192","37.60211940","북한산 홍록배드민턴장 주변 화장실","서대문구","02-330-1714","공중","상시","화장실"," ","손건조기"," "," "," "," "
"2764"," ","서울특별시 서대문구 홍은동  산 19-1","126.92942505","37.58552643","백련배수지 화장실","서대문구","02-330-1714","공중화장실","상시","공중화장실"," ","비상벨, 손건조기"," "," "," "," "
"2765","서울특별시 서대문구 독립문공원길 80","서울특별시 서대문구 현저동 101","126.95542032","37.57298995","이진아기념도서관","서대문구","02-360-8616","공공개방","정시","공용시설","남1,여1"," "," "," "," "," "
"2766","서울특별시 서대문구 통일로 279-24","서울특별시 서대문구 현저동 산 5-5","126.95433916","37.57603064","서대문구의회","서대문구","02-330-8790","공공개방","정시","공공청사","남1,여1","손건조기"," "," "," "," "
"2767","서울특별시 서대문구 모래내로 334","서울특별시 서대문구 홍은동 273-10","126.93413626","37.58010023","홍은2동주민센터","서대문구","02-330-8133","공공개방화장실","정시","지방자치단체청사","여자1(별도)","비상벨, 손건조기"," "," "," "," "
"2768","서울특별시 성북구 길음로 92","서울특별시 성북구 길음동 1281-7","127.01943815","37.61048082","길음1동 주민센터","성북구","02-919-6560","공공개방","정시(09:00 ~ 18:00)","공공청사","남3,여3","손건조기"," "," "," "," "
"2769","서울특별시 성북구 종암로 98-8","서울특별시 성북구 종암동 16-21","127.03520533","37.59902763","종암동 주민센터","성북구","02-926-3084","공공개방","정시(09:00 ~ 18:00)","공공청사","남1,여1"," "," "," "," "," "
"2770","서울특별시 성북구 화랑로 152","서울특별시 성북구 상월곡동 97-22","127.04785346","37.60577249","월곡2동 주민센터","성북구","02-957-2901","공공개방","정시(09:00 ~ 18:00)","공공청사","남1,여1"," "," "," "," "," "
"2771","서울특별시 성북구 장위로 61","서울특별시 성북구 장위동 225-100","127.04364973","37.61406217","장위1동 주민센터","성북구","02-941-4761","공공개방","정시(09:00 ~ 18:00)","공공청사","별도 장애인실(남,여)","손건조기"," "," "," "," "
"2772","서울특별시 성북구 돌곶이로27길 12","서울특별시 성북구 장위동 69-54","127.05447963","37.61238309","장위2동 주민센터","성북구","02-942-0672","공공개방","정시(09:00 ~ 18:00)","공공청사","공용1"," "," "," "," "," "
"2773","서울특별시 성북구 한천로 657","서울특별시 성북구 장위동 117-5","127.05659777","37.61655428","장위3동 주민센터","성북구","02-941-4260","공공개방","정시(09:00 ~ 18:00)","공공청사"," "," "," "," "," "," "
"2774","서울특별시 성북구 보문로 95","서울특별시 성북구 보문동5가 14","127.01991835","37.58373557","노동사목빌딩","성북구","02-924-6251","민간개방화장실","상시(연중 개방)","빌딩"," ","손건조기"," "," "," "," "
"2775","서울특별시 성북구 동소문로 203","서울특별시 성북구 돈암동 30-11","127.02159910","37.60027891","성심빌딩","성북구"," ","민간개방화장실","09~23시","빌딩"," ","손건조기"," "," "," "," "
"2776","서울특별시 성북구 안암로 99","서울특별시 성북구 안암동5가 103-130","127.03105921","37.58497388","우신향병원 구관동","성북구","02-926-7505","민간개방","상시(연중 개방)","병원"," ","손건조기, 기저귀교환대"," "," "," "," "
"2777","서울특별시 성북구 삼양로 22","서울특별시 성북구 길음동 1080","127.02486448","37.60537367","기린빌딩","성북구","02-989-8186","민간개방1","상시(연중 개방)","빌딩"," ","손건조기"," "," "," "," "
"2778","서울특별시 성북구 보국문로 50","서울특별시 성북구 정릉동 401-46","127.01006807","37.60885939","청수프라자","성북구","011-9964-3234","민간개방","상시(연중 개방)","빌딩","남1,여1","손건조기, 비상벨, 기저귀교환대"," "," "," "," "
